transaction_id,investor_id,agent_id,fund_id,transaction_type,transaction_status,trade_date,settlement_date,units,price,gross_amount,fee_amount,net_amount,currency_code,created_at,updated_at
358,37,1,3,SUBSCRIPTION,SETTLED,2026-01-27,2026-01-29,107.956614,190.6439,20581.27,0,20581.27,USD,2026-01-27T10:00:00,
359,7,3,1,SUBSCRIPTION,SETTLED,2026-01-27,2026-01-29,62.765562,189.2447,11878.05,0,11878.05,USD,2026-01-27T10:00:00,
360,24,1,2,SUBSCRIPTION,SETTLED,2026-01-28,2026-01-30,195.203438,175.705,34298.22,0,34298.22,USD,2026-01-28T10:00:00,
361,23,3,1,SUBSCRIPTION,SETTLED,2026-01-28,2026-01-30,67.016352,230.9314,15476.18,0,15476.18,USD,2026-01-28T10:00:00,
362,8,3,3,SUBSCRIPTION,SETTLED,2026-01-28,2026-01-30,136.507858,119.2798,16282.63,0,16282.63,USD,2026-01-28T10:00:00,
363,34,3,2,SUBSCRIPTION,SETTLED,2026-01-28,2026-01-30,31.555965,183.2785,5783.53,0,5783.53,USD,2026-01-28T10:00:00,
364,21,1,1,SUBSCRIPTION,SETTLED,2026-01-28,2026-01-30,1081.833309,37.6205,40699.11,0,40699.11,USD,2026-01-28T10:00:00,
365,42,2,1,SUBSCRIPTION,SETTLED,2026-01-28,2026-01-30,36.781886,246.1361,9053.35,0,9053.35,USD,2026-01-28T10:00:00,
366,34,3,1,SUBSCRIPTION,SETTLED,2026-01-28,2026-01-30,153.286649,112.3287,17218.49,0,17218.49,USD,2026-01-28T10:00:00,
367,15,1,2,SUBSCRIPTION,SETTLED,2026-01-28,2026-01-30,60.403722,167.7539,10132.96,0,10132.96,USD,2026-01-28T10:00:00,
368,2,2,3,SUBSCRIPTION,SETTLED,2026-01-28,2026-01-30,70.130705,152.1288,10668.9,0,10668.9,USD,2026-01-28T10:00:00,
369,1,3,3,SUBSCRIPTION,SETTLED,2026-01-28,2026-01-30,81.826226,178.9023,14638.9,0,14638.9,USD,2026-01-28T10:00:00,
370,37,1,1,REDEMPTION,SETTLED,2026-01-28,2026-01-30,279.246101,97.7903,-27307.56,0,-27307.56,USD,2026-01-28T10:00:00,
371,30,2,1,SUBSCRIPTION,SETTLED,2026-01-28,2026-01-30,316.638737,136.6516,43269.19,0,43269.19,USD,2026-01-28T10:00:00,
372,39,2,2,SUBSCRIPTION,SETTLED,2026-01-28,2026-01-30,318.316847,93.5019,29763.23,0,29763.23,USD,2026-01-28T10:00:00,
373,40,2,1,REDEMPTION,SETTLED,2026-01-28,2026-01-30,437.336644,81.3868,-35593.43,0,-35593.43,USD,2026-01-28T10:00:00,
374,44,1,1,SUBSCRIPTION,SETTLED,2026-01-28,2026-01-30,333.355049,38.0677,12690.06,0,12690.06,USD,2026-01-28T10:00:00,
375,33,3,2,SUBSCRIPTION,SETTLED,2026-01-29,2026-01-31,75.966986,102.0904,7755.5,0,7755.5,USD,2026-01-29T10:00:00,
376,32,2,3,SUBSCRIPTION,SETTLED,2026-01-29,2026-01-31,197.281233,233.3668,46038.89,0,46038.89,USD,2026-01-29T10:00:00,
377,36,2,1,SUBSCRIPTION,SETTLED,2026-01-29,2026-01-31,92.100628,85.4992,7874.53,0,7874.53,USD,2026-01-29T10:00:00,
378,40,2,1,REDEMPTION,SETTLED,2026-01-29,2026-01-31,377.180991,126.3061,-47640.26,0,-47640.26,USD,2026-01-29T10:00:00,
379,25,1,3,SUBSCRIPTION,SETTLED,2026-01-29,2026-01-31,144.862764,174.3272,25253.52,0,25253.52,USD,2026-01-29T10:00:00,
380,46,3,2,SUBSCRIPTION,SETTLED,2026-01-29,2026-01-31,290.169246,17.4066,5050.86,0,5050.86,USD,2026-01-29T10:00:00,
381,19,1,1,SUBSCRIPTION,SETTLED,2026-01-29,2026-01-31,542.837233,50.3702,27342.82,0,27342.82,USD,2026-01-29T10:00:00,
382,37,1,3,REDEMPTION,SETTLED,2026-01-29,2026-01-31,190.585278,132.5934,-25270.35,0,-25270.35,USD,2026-01-29T10:00:00,
383,18,1,3,REDEMPTION,SETTLED,2026-01-29,2026-01-31,91.484072,207.4266,-18976.23,0,-18976.23,USD,2026-01-29T10:00:00,
384,49,3,3,SUBSCRIPTION,SETTLED,2026-01-29,2026-01-31,104.506007,112.0371,11708.55,0,11708.55,USD,2026-01-29T10:00:00,
385,3,3,2,SUBSCRIPTION,SETTLED,2026-01-30,2026-02-01,1400.696984,30.8759,43247.78,0,43247.78,USD,2026-01-30T10:00:00,
386,50,1,1,SUBSCRIPTION,SETTLED,2026-01-30,2026-02-01,211.771454,175.3921,37143.04,0,37143.04,USD,2026-01-30T10:00:00,
387,11,2,3,SUBSCRIPTION,SETTLED,2026-01-30,2026-02-01,186.442933,59.6663,11124.36,0,11124.36,USD,2026-01-30T10:00:00,
388,37,1,2,SUBSCRIPTION,SETTLED,2026-01-30,2026-02-01,599.993454,50.4106,30246.03,0,30246.03,USD,2026-01-30T10:00:00,
389,19,1,3,SUBSCRIPTION,SETTLED,2026-01-30,2026-02-01,174.60376,246.5172,43042.83,0,43042.83,USD,2026-01-30T10:00:00,
390,9,2,2,REDEMPTION,SETTLED,2026-01-30,2026-02-01,227.573531,218.0914,-49631.83,0,-49631.83,USD,2026-01-30T10:00:00,
391,45,3,1,SUBSCRIPTION,SETTLED,2026-01-30,2026-02-01,171.706117,208.8356,35858.35,0,35858.35,USD,2026-01-30T10:00:00,
392,32,2,1,SUBSCRIPTION,SETTLED,2026-01-30,2026-02-01,129.481968,109.414,14167.14,0,14167.14,USD,2026-01-30T10:00:00,
393,5,1,3,REDEMPTION,SETTLED,2026-01-30,2026-02-01,362.521629,106.6842,-38675.33,0,-38675.33,USD,2026-01-30T10:00:00,
394,45,3,2,SUBSCRIPTION,SETTLED,2026-01-30,2026-02-01,166.461526,149.6693,24914.18,0,24914.18,USD,2026-01-30T10:00:00,
395,47,3,2,SUBSCRIPTION,SETTLED,2026-01-30,2026-02-01,164.312944,214.0255,35167.16,0,35167.16,USD,2026-01-30T10:00:00,
396,14,1,2,REDEMPTION,SETTLED,2026-01-30,2026-02-01,288.5098,87.4876,-25241.03,0,-25241.03,USD,2026-01-30T10:00:00,
397,36,2,3,SUBSCRIPTION,SETTLED,2026-01-31,2026-02-02,214.710012,199.1929,42768.71,0,42768.71,USD,2026-01-31T10:00:00,
398,3,3,1,SUBSCRIPTION,SETTLED,2026-01-31,2026-02-02,3019.838936,13.9075,41998.41,0,41998.41,USD,2026-01-31T10:00:00,
399,29,1,2,SUBSCRIPTION,SETTLED,2026-01-31,2026-02-02,818.758667,58.5564,47943.56,0,47943.56,USD,2026-01-31T10:00:00,
400,42,2,2,SUBSCRIPTION,SETTLED,2026-01-31,2026-02-02,616.428891,75.7647,46703.55,0,46703.55,USD,2026-01-31T10:00:00,
401,17,3,1,SUBSCRIPTION,SETTLED,2026-01-31,2026-02-02,910.714918,49.726,45286.21,0,45286.21,USD,2026-01-31T10:00:00,
402,41,3,2,REDEMPTION,SETTLED,2026-01-31,2026-02-02,336.293815,113.0154,-38006.38,0,-38006.38,USD,2026-01-31T10:00:00,
403,46,3,1,SUBSCRIPTION,SETTLED,2026-01-31,2026-02-02,582.191025,41.848,24363.53,0,24363.53,USD,2026-01-31T10:00:00,
404,34,3,3,SUBSCRIPTION,SETTLED,2026-01-31,2026-02-02,15.088722,92.4578,1395.07,0,1395.07,USD,2026-01-31T10:00:00,
405,28,1,3,SUBSCRIPTION,SETTLED,2026-01-31,2026-02-02,43.856488,101.9368,4470.59,0,4470.59,USD,2026-01-31T10:00:00,
406,7,3,2,SUBSCRIPTION,SETTLED,2026-01-31,2026-02-02,153.785305,101.8531,15663.51,0,15663.51,USD,2026-01-31T10:00:00,
407,42,2,3,SUBSCRIPTION,SETTLED,2026-01-31,2026-02-02,2243.238684,12.0339,26994.91,0,26994.91,USD,2026-01-31T10:00:00,
408,29,1,2,REDEMPTION,SETTLED,2026-01-31,2026-02-02,685.863526,46.3298,-31775.92,0,-31775.92,USD,2026-01-31T10:00:00,
409,40,2,3,SUBSCRIPTION,SETTLED,2026-01-31,2026-02-02,51.713612,225.1823,11644.99,0,11644.99,USD,2026-01-31T10:00:00,
410,38,2,3,SUBSCRIPTION,SETTLED,2026-02-01,2026-02-03,563.859178,85.4809,48199.19,0,48199.19,USD,2026-02-01T10:00:00,
411,16,2,2,SUBSCRIPTION,SETTLED,2026-02-01,2026-02-03,85.322854,154.2398,13160.18,0,13160.18,USD,2026-02-01T10:00:00,
412,50,1,3,SUBSCRIPTION,SETTLED,2026-02-01,2026-02-03,193.036874,220.1985,42506.43,0,42506.43,USD,2026-02-01T10:00:00,
413,34,3,3,SUBSCRIPTION,SETTLED,2026-02-01,2026-02-03,465.146342,80.9301,37644.34,0,37644.34,USD,2026-02-01T10:00:00,
414,16,2,2,SUBSCRIPTION,SETTLED,2026-02-01,2026-02-03,78.540062,163.1398,12813.01,0,12813.01,USD,2026-02-01T10:00:00,
415,34,3,1,REDEMPTION,SETTLED,2026-02-01,2026-02-03,1122.046554,41.6759,-46762.3,0,-46762.3,USD,2026-02-01T10:00:00,
416,24,1,3,REDEMPTION,SETTLED,2026-02-01,2026-02-03,160.512731,239.0687,-38373.57,0,-38373.57,USD,2026-02-01T10:00:00,
417,2,2,3,SUBSCRIPTION,SETTLED,2026-02-01,2026-02-03,707.986338,19.5584,13847.08,0,13847.08,USD,2026-02-01T10:00:00,
418,26,3,3,SUBSCRIPTION,SETTLED,2026-02-01,2026-02-03,185.047067,194.1064,35918.82,0,35918.82,USD,2026-02-01T10:00:00,
419,6,1,3,SUBSCRIPTION,SETTLED,2026-02-02,2026-02-04,407.172914,76.5923,31186.31,0,31186.31,USD,2026-02-02T10:00:00,
420,6,1,3,REDEMPTION,SETTLED,2026-02-02,2026-02-04,1030.679735,47.2905,-48741.36,0,-48741.36,USD,2026-02-02T10:00:00,
421,26,3,3,SUBSCRIPTION,SETTLED,2026-02-02,2026-02-04,241.516165,173.4534,41891.8,0,41891.8,USD,2026-02-02T10:00:00,
422,20,2,3,SUBSCRIPTION,SETTLED,2026-02-02,2026-02-04,709.3183,67.273,47717.97,0,47717.97,USD,2026-02-02T10:00:00,
423,6,1,2,SUBSCRIPTION,SETTLED,2026-02-02,2026-02-04,1335.919059,23.2069,31002.54,0,31002.54,USD,2026-02-02T10:00:00,
424,8,3,1,REDEMPTION,SETTLED,2026-02-02,2026-02-04,717.226753,49.3198,-35373.48,0,-35373.48,USD,2026-02-02T10:00:00,
425,34,3,3,REDEMPTION,SETTLED,2026-02-02,2026-02-04,725.318797,50.0711,-36317.51,0,-36317.51,USD,2026-02-02T10:00:00,
426,48,1,2,REDEMPTION,SETTLED,2026-02-02,2026-02-04,30.024419,225.9754,-6784.78,0,-6784.78,USD,2026-02-02T10:00:00,
427,28,1,2,SUBSCRIPTION,SETTLED,2026-02-02,2026-02-04,56.90099,244.0121,13884.53,0,13884.53,USD,2026-02-02T10:00:00,
428,32,2,2,SUBSCRIPTION,SETTLED,2026-02-02,2026-02-04,17.186514,216.2463,3716.52,0,3716.52,USD,2026-02-02T10:00:00,
429,24,1,1,SUBSCRIPTION,SETTLED,2026-02-02,2026-02-04,40.898747,147.739,6042.34,0,6042.34,USD,2026-02-02T10:00:00,
430,15,1,3,SUBSCRIPTION,SETTLED,2026-02-02,2026-02-04,14.54546,217.1028,3157.86,0,3157.86,USD,2026-02-02T10:00:00,
431,3,3,2,SUBSCRIPTION,SETTLED,2026-02-02,2026-02-04,870.454726,52.9506,46091.1,0,46091.1,USD,2026-02-02T10:00:00,
432,36,2,3,REDEMPTION,SETTLED,2026-02-02,2026-02-04,247.030637,87.2325,-21549.1,0,-21549.1,USD,2026-02-02T10:00:00,
433,18,1,1,SUBSCRIPTION,SETTLED,2026-02-03,2026-02-05,39.922622,171.5982,6850.65,0,6850.65,USD,2026-02-03T10:00:00,
434,12,1,1,REDEMPTION,SETTLED,2026-02-03,2026-02-05,205.41244,238.9791,-49089.28,0,-49089.28,USD,2026-02-03T10:00:00,
435,30,2,2,REDEMPTION,SETTLED,2026-02-03,2026-02-05,527.916375,30.7325,-16224.19,0,-16224.19,USD,2026-02-03T10:00:00,
436,1,3,2,SUBSCRIPTION,SETTLED,2026-02-03,2026-02-05,345.154947,82.9382,28626.53,0,28626.53,USD,2026-02-03T10:00:00,
437,30,2,2,SUBSCRIPTION,SETTLED,2026-02-03,2026-02-05,128.81866,195.4272,25174.67,0,25174.67,USD,2026-02-03T10:00:00,
438,47,3,3,REDEMPTION,SETTLED,2026-02-03,2026-02-05,1128.398102,11.5307,-13011.22,0,-13011.22,USD,2026-02-03T10:00:00,
439,2,2,1,SUBSCRIPTION,SETTLED,2026-02-03,2026-02-05,182.287823,176.4306,32161.15,0,32161.15,USD,2026-02-03T10:00:00,
440,22,3,1,REDEMPTION,SETTLED,2026-02-03,2026-02-05,103.86604,187.1398,-19437.47,0,-19437.47,USD,2026-02-03T10:00:00,
441,7,3,1,SUBSCRIPTION,SETTLED,2026-02-03,2026-02-05,98.918859,128.0869,12670.21,0,12670.21,USD,2026-02-03T10:00:00,
442,10,1,3,SUBSCRIPTION,SETTLED,2026-02-03,2026-02-05,48.06936,65.5534,3151.11,0,3151.11,USD,2026-02-03T10:00:00,
443,45,3,2,SUBSCRIPTION,SETTLED,2026-02-03,2026-02-05,252.013723,149.385,37647.07,0,37647.07,USD,2026-02-03T10:00:00,
444,41,3,2,SUBSCRIPTION,SETTLED,2026-02-03,2026-02-05,251.960254,114.3959,28823.22,0,28823.22,USD,2026-02-03T10:00:00,
445,16,2,2,SUBSCRIPTION,SETTLED,2026-02-03,2026-02-05,81.284694,202.196,16435.44,0,16435.44,USD,2026-02-03T10:00:00,
446,29,1,2,SUBSCRIPTION,SETTLED,2026-02-04,2026-02-06,1107.047634,42.6668,47234.18,0,47234.18,USD,2026-02-04T10:00:00,
447,10,1,1,SUBSCRIPTION,SETTLED,2026-02-04,2026-02-06,221.606872,107.563,23836.7,0,23836.7,USD,2026-02-04T10:00:00,
448,50,1,1,SUBSCRIPTION,SETTLED,2026-02-04,2026-02-06,110.458784,214.5957,23703.98,0,23703.98,USD,2026-02-04T10:00:00,
449,11,2,3,SUBSCRIPTION,SETTLED,2026-02-04,2026-02-06,229.536425,154.7926,35530.54,0,35530.54,USD,2026-02-04T10:00:00,
450,21,1,1,SUBSCRIPTION,SETTLED,2026-02-04,2026-02-06,138.005395,95.3783,13162.72,0,13162.72,USD,2026-02-04T10:00:00,
451,44,1,2,SUBSCRIPTION,SETTLED,2026-02-04,2026-02-06,2837.571665,17.4597,49543.15,0,49543.15,USD,2026-02-04T10:00:00,
452,29,1,3,REDEMPTION,SETTLED,2026-02-04,2026-02-06,109.543686,120.8904,-13242.78,0,-13242.78,USD,2026-02-04T10:00:00,
453,8,3,1,SUBSCRIPTION,SETTLED,2026-02-04,2026-02-06,619.850606,63.3492,39267.04,0,39267.04,USD,2026-02-04T10:00:00,
454,26,3,2,REDEMPTION,SETTLED,2026-02-04,2026-02-06,1555.914748,30.1695,-46941.17,0,-46941.17,USD,2026-02-04T10:00:00,
455,5,1,1,REDEMPTION,SETTLED,2026-02-04,2026-02-06,64.771999,165.0369,-10689.77,0,-10689.77,USD,2026-02-04T10:00:00,
456,6,1,2,SUBSCRIPTION,SETTLED,2026-02-04,2026-02-06,2129.361712,22.153,47171.75,0,47171.75,USD,2026-02-04T10:00:00,
457,47,3,2,SUBSCRIPTION,SETTLED,2026-02-04,2026-02-06,175.745956,112.3994,19753.74,0,19753.74,USD,2026-02-04T10:00:00,
458,14,1,1,SUBSCRIPTION,SETTLED,2026-02-04,2026-02-06,500.411854,45.6715,22854.56,0,22854.56,USD,2026-02-04T10:00:00,
459,19,1,2,SUBSCRIPTION,SETTLED,2026-02-05,2026-02-07,1135.93424,24.635,27983.74,0,27983.74,USD,2026-02-05T10:00:00,
460,25,1,1,SUBSCRIPTION,SETTLED,2026-02-05,2026-02-07,161.378699,201.3275,32489.97,0,32489.97,USD,2026-02-05T10:00:00,
461,41,3,3,REDEMPTION,SETTLED,2026-02-05,2026-02-07,250.333047,197.6598,-49480.78,0,-49480.78,USD,2026-02-05T10:00:00,
462,31,2,3,REDEMPTION,SETTLED,2026-02-05,2026-02-07,122.517311,145.7563,-17857.67,0,-17857.67,USD,2026-02-05T10:00:00,
463,25,1,2,SUBSCRIPTION,SETTLED,2026-02-05,2026-02-07,265.724497,62.5648,16625.0,0,16625.0,USD,2026-02-05T10:00:00,
464,4,3,2,SUBSCRIPTION,SETTLED,2026-02-05,2026-02-07,154.35949,249.9054,38575.27,0,38575.27,USD,2026-02-05T10:00:00,
465,7,3,1,SUBSCRIPTION,SETTLED,2026-02-05,2026-02-07,68.281916,205.9084,14059.82,0,14059.82,USD,2026-02-05T10:00:00,
466,49,3,1,SUBSCRIPTION,SETTLED,2026-02-05,2026-02-07,476.166473,103.2214,49150.57,0,49150.57,USD,2026-02-05T10:00:00,
467,12,1,1,SUBSCRIPTION,SETTLED,2026-02-05,2026-02-07,228.282752,177.4304,40504.3,0,40504.3,USD,2026-02-05T10:00:00,
468,46,3,3,SUBSCRIPTION,SETTLED,2026-02-05,2026-02-07,653.33288,44.1045,28814.92,0,28814.92,USD,2026-02-05T10:00:00,
469,32,2,3,SUBSCRIPTION,SETTLED,2026-02-05,2026-02-07,790.586132,31.6618,25031.38,0,25031.38,USD,2026-02-05T10:00:00,
470,39,2,1,SUBSCRIPTION,SETTLED,2026-02-05,2026-02-07,272.511666,89.6162,24421.46,0,24421.46,USD,2026-02-05T10:00:00,
471,9,2,2,REDEMPTION,SETTLED,2026-02-05,2026-02-07,216.435355,212.6282,-46020.26,0,-46020.26,USD,2026-02-05T10:00:00,
472,4,3,1,SUBSCRIPTION,SETTLED,2026-02-05,2026-02-07,807.56513,43.9966,35530.12,0,35530.12,USD,2026-02-05T10:00:00,
473,34,3,2,REDEMPTION,SETTLED,2026-02-05,2026-02-07,81.783526,236.0616,-19305.95,0,-19305.95,USD,2026-02-05T10:00:00,
474,38,2,1,SUBSCRIPTION,SETTLED,2026-02-05,2026-02-07,68.825167,244.2066,16807.56,0,16807.56,USD,2026-02-05T10:00:00,
475,41,3,2,SUBSCRIPTION,SETTLED,2026-02-05,2026-02-07,39.323698,242.4983,9535.93,0,9535.93,USD,2026-02-05T10:00:00,
476,15,1,3,SUBSCRIPTION,SETTLED,2026-02-05,2026-02-07,114.688011,83.6376,9592.23,0,9592.23,USD,2026-02-05T10:00:00,
477,12,1,3,SUBSCRIPTION,SETTLED,2026-02-06,2026-02-08,240.021115,147.4804,35398.41,0,35398.41,USD,2026-02-06T10:00:00,
478,12,1,3,SUBSCRIPTION,SETTLED,2026-02-06,2026-02-08,259.242973,156.7315,40631.54,0,40631.54,USD,2026-02-06T10:00:00,
479,32,2,1,SUBSCRIPTION,SETTLED,2026-02-06,2026-02-08,51.617536,93.2344,4812.53,0,4812.53,USD,2026-02-06T10:00:00,
480,11,2,3,REDEMPTION,SETTLED,2026-02-06,2026-02-08,29.683689,180.1518,-5347.57,0,-5347.57,USD,2026-02-06T10:00:00,
481,29,1,1,SUBSCRIPTION,SETTLED,2026-02-06,2026-02-08,503.50771,26.2707,13227.5,0,13227.5,USD,2026-02-06T10:00:00,
482,7,3,3,SUBSCRIPTION,SETTLED,2026-02-06,2026-02-08,107.151479,185.8203,19910.92,0,19910.92,USD,2026-02-06T10:00:00,
483,27,3,2,REDEMPTION,SETTLED,2026-02-06,2026-02-08,181.951552,100.0834,-18210.33,0,-18210.33,USD,2026-02-06T10:00:00,
484,37,1,3,REDEMPTION,SETTLED,2026-02-06,2026-02-08,101.881936,118.309,-12053.55,0,-12053.55,USD,2026-02-06T10:00:00,
485,19,1,1,SUBSCRIPTION,SETTLED,2026-02-06,2026-02-08,1712.86208,27.8081,47631.44,0,47631.44,USD,2026-02-06T10:00:00,
486,25,1,1,REDEMPTION,SETTLED,2026-02-06,2026-02-08,123.277742,225.5498,-27805.27,0,-27805.27,USD,2026-02-06T10:00:00,
487,39,2,3,REDEMPTION,SETTLED,2026-02-07,2026-02-09,312.909452,113.5176,-35520.73,0,-35520.73,USD,2026-02-07T10:00:00,
488,39,2,2,SUBSCRIPTION,SETTLED,2026-02-07,2026-02-09,100.478999,59.3321,5961.63,0,5961.63,USD,2026-02-07T10:00:00,
489,27,3,3,SUBSCRIPTION,SETTLED,2026-02-07,2026-02-09,331.970757,139.6301,46353.11,0,46353.11,USD,2026-02-07T10:00:00,
490,20,2,1,SUBSCRIPTION,SETTLED,2026-02-07,2026-02-09,142.702598,141.919,20252.21,0,20252.21,USD,2026-02-07T10:00:00,
491,10,1,1,SUBSCRIPTION,SETTLED,2026-02-07,2026-02-09,272.055683,80.6919,21952.69,0,21952.69,USD,2026-02-07T10:00:00,
492,13,2,1,SUBSCRIPTION,SETTLED,2026-02-07,2026-02-09,117.083819,80.0348,9370.78,0,9370.78,USD,2026-02-07T10:00:00,
493,31,2,1,SUBSCRIPTION,SETTLED,2026-02-07,2026-02-09,160.742547,127.3832,20475.9,0,20475.9,USD,2026-02-07T10:00:00,
494,6,1,3,SUBSCRIPTION,SETTLED,2026-02-07,2026-02-09,45.2061,222.5182,10059.18,0,10059.18,USD,2026-02-07T10:00:00,
495,12,1,2,SUBSCRIPTION,SETTLED,2026-02-07,2026-02-09,307.954797,73.2162,22547.28,0,22547.28,USD,2026-02-07T10:00:00,
496,37,1,1,SUBSCRIPTION,SETTLED,2026-02-07,2026-02-09,1057.770578,33.2086,35127.08,0,35127.08,USD,2026-02-07T10:00:00,
497,35,2,2,REDEMPTION,SETTLED,2026-02-07,2026-02-09,209.265423,142.8645,-29896.6,0,-29896.6,USD,2026-02-07T10:00:00,
498,34,3,2,REDEMPTION,SETTLED,2026-02-07,2026-02-09,147.688056,234.7267,-34666.33,0,-34666.33,USD,2026-02-07T10:00:00,
499,31,2,2,SUBSCRIPTION,SETTLED,2026-02-07,2026-02-09,249.326089,181.4334,45236.08,0,45236.08,USD,2026-02-07T10:00:00,
500,49,3,2,SUBSCRIPTION,SETTLED,2026-02-08,2026-02-10,202.34305,243.3196,49234.03,0,49234.03,USD,2026-02-08T10:00:00,
501,9,2,1,SUBSCRIPTION,SETTLED,2026-02-08,2026-02-10,431.68679,114.4944,49425.72,0,49425.72,USD,2026-02-08T10:00:00,
502,39,2,2,SUBSCRIPTION,SETTLED,2026-02-08,2026-02-10,179.758542,203.7625,36628.05,0,36628.05,USD,2026-02-08T10:00:00,
503,25,1,3,SUBSCRIPTION,SETTLED,2026-02-08,2026-02-10,222.57977,76.2882,16980.21,0,16980.21,USD,2026-02-08T10:00:00,
504,1,3,3,SUBSCRIPTION,SETTLED,2026-02-08,2026-02-10,240.333687,110.7025,26605.54,0,26605.54,USD,2026-02-08T10:00:00,
505,10,1,1,SUBSCRIPTION,SETTLED,2026-02-08,2026-02-10,122.334943,241.5596,29551.18,0,29551.18,USD,2026-02-08T10:00:00,
506,7,3,3,REDEMPTION,SETTLED,2026-02-08,2026-02-10,181.038534,218.1941,-39501.54,0,-39501.54,USD,2026-02-08T10:00:00,
507,27,3,2,SUBSCRIPTION,SETTLED,2026-02-08,2026-02-10,158.780065,156.1509,24793.65,0,24793.65,USD,2026-02-08T10:00:00,
508,12,1,2,SUBSCRIPTION,SETTLED,2026-02-08,2026-02-10,180.47788,173.3951,31293.98,0,31293.98,USD,2026-02-08T10:00:00,
509,26,3,2,REDEMPTION,SETTLED,2026-02-09,2026-02-11,27.530785,124.0524,-3415.26,0,-3415.26,USD,2026-02-09T10:00:00,
510,24,1,1,SUBSCRIPTION,SETTLED,2026-02-09,2026-02-11,471.345704,84.6278,39888.95,0,39888.95,USD,2026-02-09T10:00:00,
511,45,3,3,SUBSCRIPTION,SETTLED,2026-02-09,2026-02-11,1031.325957,42.2525,43576.1,0,43576.1,USD,2026-02-09T10:00:00,
512,50,1,2,SUBSCRIPTION,SETTLED,2026-02-09,2026-02-11,129.882037,164.9332,21421.86,0,21421.86,USD,2026-02-09T10:00:00,
513,29,1,1,REDEMPTION,SETTLED,2026-02-09,2026-02-11,165.924345,126.2705,-20951.35,0,-20951.35,USD,2026-02-09T10:00:00,
514,4,3,3,REDEMPTION,SETTLED,2026-02-09,2026-02-11,23.379407,180.2967,-4215.23,0,-4215.23,USD,2026-02-09T10:00:00,
515,9,2,3,REDEMPTION,SETTLED,2026-02-09,2026-02-11,42.984757,56.2632,-2418.46,0,-2418.46,USD,2026-02-09T10:00:00,
516,4,3,1,SUBSCRIPTION,SETTLED,2026-02-09,2026-02-11,36.038968,96.49,3477.4,0,3477.4,USD,2026-02-09T10:00:00,
517,24,1,2,SUBSCRIPTION,SETTLED,2026-02-10,2026-02-12,808.846827,39.7295,32135.08,0,32135.08,USD,2026-02-10T10:00:00,
518,16,2,2,SUBSCRIPTION,SETTLED,2026-02-10,2026-02-12,95.038268,240.5249,22859.07,0,22859.07,USD,2026-02-10T10:00:00,
519,38,2,3,SUBSCRIPTION,SETTLED,2026-02-10,2026-02-12,40.111475,224.6781,9012.17,0,9012.17,USD,2026-02-10T10:00:00,
520,19,1,1,SUBSCRIPTION,SETTLED,2026-02-10,2026-02-12,60.963378,147.3419,8982.46,0,8982.46,USD,2026-02-10T10:00:00,
521,15,1,3,SUBSCRIPTION,SETTLED,2026-02-10,2026-02-12,66.893576,166.381,11129.82,0,11129.82,USD,2026-02-10T10:00:00,
522,50,1,3,SUBSCRIPTION,SETTLED,2026-02-10,2026-02-12,276.135217,165.3692,45664.26,0,45664.26,USD,2026-02-10T10:00:00,
523,15,1,2,SUBSCRIPTION,SETTLED,2026-02-10,2026-02-12,260.730364,181.0577,47207.24,0,47207.24,USD,2026-02-10T10:00:00,
524,28,1,2,REDEMPTION,SETTLED,2026-02-10,2026-02-12,376.636599,62.3702,-23490.9,0,-23490.9,USD,2026-02-10T10:00:00,
525,44,1,3,REDEMPTION,SETTLED,2026-02-10,2026-02-12,592.114866,34.5549,-20460.47,0,-20460.47,USD,2026-02-10T10:00:00,
526,36,2,3,SUBSCRIPTION,SETTLED,2026-02-10,2026-02-12,85.224596,174.2592,14851.17,0,14851.17,USD,2026-02-10T10:00:00,
527,5,1,2,REDEMPTION,SETTLED,2026-02-10,2026-02-12,149.42535,216.758,-32389.14,0,-32389.14,USD,2026-02-10T10:00:00,
528,42,2,3,REDEMPTION,SETTLED,2026-02-10,2026-02-12,596.341366,55.2064,-32921.86,0,-32921.86,USD,2026-02-10T10:00:00,
529,39,2,2,SUBSCRIPTION,SETTLED,2026-02-11,2026-02-13,187.632599,183.108,34357.03,0,34357.03,USD,2026-02-11T10:00:00,
530,19,1,2,REDEMPTION,SETTLED,2026-02-11,2026-02-13,111.475374,186.8157,-20825.35,0,-20825.35,USD,2026-02-11T10:00:00,
531,22,3,3,REDEMPTION,SETTLED,2026-02-11,2026-02-13,212.197226,163.1953,-34629.59,0,-34629.59,USD,2026-02-11T10:00:00,
532,43,2,2,SUBSCRIPTION,SETTLED,2026-02-11,2026-02-13,200.353619,211.7533,42425.54,0,42425.54,USD,2026-02-11T10:00:00,
533,19,1,1,SUBSCRIPTION,SETTLED,2026-02-11,2026-02-13,202.695376,184.0448,37305.03,0,37305.03,USD,2026-02-11T10:00:00,
534,44,1,2,SUBSCRIPTION,SETTLED,2026-02-11,2026-02-13,186.960111,63.5987,11890.42,0,11890.42,USD,2026-02-11T10:00:00,
535,27,3,2,SUBSCRIPTION,SETTLED,2026-02-11,2026-02-13,244.784201,121.3026,29692.96,0,29692.96,USD,2026-02-11T10:00:00,
536,31,2,1,REDEMPTION,SETTLED,2026-02-11,2026-02-13,125.068186,236.6322,-29595.16,0,-29595.16,USD,2026-02-11T10:00:00,
